lng	lat	count
120.3693538	36.0772681	1
120.377456	36.187342	1
120.1669	36.0307	1
120.0746	36.0657	1
120.4497504	36.1239141	1
120.0311	35.9178	1
120.387365	36.141303	1
119.9511141	36.7830545	1
120.4067391	36.2031551	1
120.0147903	36.0629283	1
120.5082	36.4443	1
120.4465	36.159	2
120.421794	36.302445	1
120.321428	36.08289	1
120.1461993	36.0242719	1
120.1495	36.0115	1
119.7967	36.151	1
120.4035	36.2428	2
120.1504753	36.054822	1
119.9956	36.3711	1
120.1735617	35.9834706	1
120.126159	36.326832	1
120.419748	36.389227	1
119.9533	36.2731	1
119.957367	36.786762	1
120.357471	36.082397	1
120.40103	36.385414	2
120.1732	35.9883	1
120.228916	35.95389	1
